savename=baselines; dataset=imagenet; mode=clip; model_size=ViT-B/32,62.04000115394592,0.0,62.04000115394592,62.04000115394592,87.67200112342834,0.0,87.67200112342834,87.67200112342834
savename=baselines; dataset=imagenetv2; mode=clip; model_size=ViT-B/32,54.670000076293945,0.0,54.670000076293945,54.670000076293945,81.97000026702881,0.0,81.97000026702881,81.97000026702881
savename=baselines; dataset=caltech256; mode=clip; model_size=ViT-B/32,78.38941812515259,0.0,78.38941812515259,78.38941812515259,91.31003022193909,0.0,91.31003022193909,91.31003022193909
savename=baselines; dataset=cifar100; mode=clip; model_size=ViT-B/32,64.31000232696533,0.0,64.31000232696533,64.31000232696533,88.38000297546387,0.0,88.38000297546387,88.38000297546387
savename=baselines; dataset=cub; mode=clip; model_size=ViT-B/32,51.36348009109497,0.0,51.36348009109497,51.36348009109497,83.48291516304016,0.0,83.48291516304016,83.48291516304016
savename=baselines; dataset=eurosat; mode=clip; model_size=ViT-B/32,40.88888764381409,0.0,40.88888764381409,40.88888764381409,90.91110825538635,0.0,90.91110825538635,90.91110825538635
savename=baselines; dataset=places365; mode=clip; model_size=ViT-B/32,39.10958766937256,0.0,39.10958766937256,39.10958766937256,69.70958709716797,0.0,69.70958709716797,69.70958709716797
savename=baselines; dataset=food101; mode=clip; model_size=ViT-B/32,82.56633877754211,0.0,82.56633877754211,82.56633877754211,96.89108729362488,0.0,96.89108729362488,96.89108729362488
savename=baselines; dataset=pets; mode=clip; model_size=ViT-B/32,85.03679633140564,0.0,85.03679633140564,85.03679633140564,97.35623002052307,0.0,97.35623002052307,97.35623002052307
savename=baselines; dataset=dtd; mode=clip; model_size=ViT-B/32,43.191489577293396,0.0,43.191489577293396,43.191489577293396,73.617023229599,0.0,73.617023229599,73.617023229599
savename=baselines; dataset=flowers102; mode=clip; model_size=ViT-B/32,62.96958923339844,0.0,62.96958923339844,62.96958923339844,84.42022800445557,0.0,84.42022800445557,84.42022800445557
savename=baselines; dataset=fgvcaircraft; mode=clip; model_size=ViT-B/32,24.962496757507324,0.0,24.962496757507324,24.962496757507324,63.42634558677673,0.0,63.42634558677673,63.42634558677673
savename=baselines; dataset=cars; mode=clip; model_size=ViT-B/32,58.624547719955444,0.0,58.624547719955444,58.624547719955444,89.83957171440125,0.0,89.83957171440125,89.83957171440125
savename=baselines; dataset=cub; mode=clip; model_size=ViT-B/32; label_before_text=A photo of a bird: a ,52.12288498878479,0.0,52.12288498878479,52.12288498878479,84.88091230392456,0.0,84.88091230392456,84.88091230392456
savename=baselines; dataset=eurosat; mode=clip; model_size=ViT-B/32; label_before_text=A photo of a satellite photo: a ,40.08888900279999,0.0,40.08888900279999,40.08888900279999,87.62962818145752,0.0,87.62962818145752,87.62962818145752
savename=baselines; dataset=places365; mode=clip; model_size=ViT-B/32; label_before_text=A photo of a place: a ,39.304110407829285,0.0,39.304110407829285,39.304110407829285,69.03835535049438,0.0,69.03835535049438,69.03835535049438
savename=baselines; dataset=food101; mode=clip; model_size=ViT-B/32; label_before_text=A photo of a food: a ,84.67326760292053,0.0,84.67326760292053,84.67326760292053,97.6118803024292,0.0,97.6118803024292,97.6118803024292
savename=baselines; dataset=pets; mode=clip; model_size=ViT-B/32; label_before_text=A photo of a pet: a ,86.80839538574219,0.0,86.80839538574219,86.80839538574219,98.77350926399231,0.0,98.77350926399231,98.77350926399231
savename=baselines; dataset=dtd; mode=clip; model_size=ViT-B/32; label_before_text=A photo of a texture: a ,42.71276593208313,0.0,42.71276593208313,42.71276593208313,73.40425252914429,0.0,73.40425252914429,73.40425252914429
savename=baselines; dataset=flowers102; mode=clip; model_size=ViT-B/32; label_before_text=A photo of a flower: a ,64.36818838119507,0.0,64.36818838119507,64.36818838119507,85.91641187667847,0.0,85.91641187667847,85.91641187667847
savename=baselines; dataset=fgvcaircraft; mode=clip; model_size=ViT-B/32; label_before_text=A photo of a aircraft: a ,26.942694187164307,0.0,26.942694187164307,26.942694187164307,66.27662777900696,0.0,66.27662777900696,66.27662777900696
savename=baselines; dataset=cars; mode=clip; model_size=ViT-B/32; label_before_text=A photo of a car: a ,59.370726346969604,0.0,59.370726346969604,59.370726346969604,90.88422060012817,0.0,90.88422060012817,90.88422060012817
savename=baselines; dataset=imagenet; mode=dclip; model_size=ViT-B/32,63.65600228309631,0.0,63.65600228309631,63.65600228309631,88.87799978256226,0.0,88.87799978256226,88.87799978256226
savename=baselines; dataset=imagenetv2; mode=dclip; model_size=ViT-B/32,56.279999017715454,0.0,56.279999017715454,56.279999017715454,83.160001039505,0.0,83.160001039505,83.160001039505
savename=baselines; dataset=caltech256; mode=dclip; model_size=ViT-B/32,81.23162388801575,0.0,81.23162388801575,81.23162388801575,93.7112033367157,0.0,93.7112033367157,93.7112033367157
savename=baselines; dataset=cifar100; mode=dclip; model_size=ViT-B/32,64.9399995803833,0.0,64.9399995803833,64.9399995803833,88.88000249862671,0.0,88.88000249862671,88.88000249862671
savename=baselines; dataset=cub; mode=dclip; model_size=ViT-B/32,53.607177734375,0.0,53.607177734375,53.607177734375,85.29513478279114,0.0,85.29513478279114,85.29513478279114
savename=baselines; dataset=eurosat; mode=dclip; model_size=ViT-B/32,41.36666655540466,0.0,41.36666655540466,41.36666655540466,86.87407374382019,0.0,86.87407374382019,86.87407374382019
savename=baselines; dataset=places365; mode=dclip; model_size=ViT-B/32,41.63561761379242,0.0,41.63561761379242,41.63561761379242,72.5287675857544,0.0,72.5287675857544,72.5287675857544
