savename=ours; dataset=imagenet; mode=comparative; model_size=ViT-B/32,64.0179991722107,0.0,64.0179991722107,64.0179991722107,88.93600106239319,0.0,88.93600106239319,88.93600106239319
savename=ours; dataset=imagenetv2; mode=comparative; model_size=ViT-B/32,56.70999884605408,0.0,56.70999884605408,56.70999884605408,83.25999975204468,0.0,83.25999975204468,83.25999975204468
savename=ours; dataset=caltech256; mode=comparative; model_size=ViT-B/32,82.24436640739441,0.0,82.24436640739441,82.24436640739441,93.90721917152405,0.0,93.90721917152405,93.90721917152405
savename=ours; dataset=cifar100; mode=comparative; model_size=ViT-B/32,65.68999886512756,0.0,65.68999886512756,65.68999886512756,88.99000287055969,0.0,88.99000287055969,88.99000287055969
savename=ours; dataset=cub; mode=comparative; model_size=ViT-B/32,54.09044027328491,0.0,54.09044027328491,54.09044027328491,85.2260947227478,0.0,85.2260947227478,85.2260947227478
savename=ours; dataset=cub; mode=comparative; model_size=ViT-B/32; label_before_text=A photo of a bird: a ,53.81429195404053,0.0,53.81429195404053,53.81429195404053,86.1753523349762,0.0,86.1753523349762,86.1753523349762
savename=ours; dataset=eurosat; mode=comparative; model_size=ViT-B/32,42.92222261428833,0.0,42.92222261428833,42.92222261428833,88.00740838050842,0.0,88.00740838050842,88.00740838050842
savename=ours; dataset=eurosat; mode=comparative; model_size=ViT-B/32; label_before_text=A photo of a satellite photo: a ,51.403701305389404,0.0,51.403701305389404,51.403701305389404,92.33333468437195,0.0,92.33333468437195,92.33333468437195
savename=ours; dataset=places365; mode=comparative; model_size=ViT-B/32,42.21643805503845,0.0,42.21643805503845,42.21643805503845,72.9698657989502,0.0,72.9698657989502,72.9698657989502
savename=ours; dataset=places365; mode=comparative; model_size=ViT-B/32; label_before_text=A photo of a place: a ,42.24109649658203,0.0,42.24109649658203,42.24109649658203,72.82191514968872,0.0,72.82191514968872,72.82191514968872
savename=ours; dataset=food101; mode=comparative; model_size=ViT-B/32,83.81386399269104,0.0,83.81386399269104,83.81386399269104,97.17227816581726,0.0,97.17227816581726,97.17227816581726
savename=ours; dataset=food101; mode=comparative; model_size=ViT-B/32; label_before_text=A photo of a food: a ,84.92277264595032,0.0,84.92277264595032,84.92277264595032,97.55643606185913,0.0,97.55643606185913,97.55643606185913
savename=ours; dataset=pets; mode=comparative; model_size=ViT-B/32,87.40801215171814,0.0,87.40801215171814,87.40801215171814,99.23685193061829,0.0,99.23685193061829,99.23685193061829
savename=ours; dataset=pets; mode=comparative; model_size=ViT-B/32; label_before_text=A photo of a pet: a ,88.87980580329895,0.0,88.87980580329895,88.87980580329895,99.56391453742981,0.0,99.56391453742981,99.56391453742981
savename=ours; dataset=dtd; mode=comparative; model_size=ViT-B/32,46.54255211353302,0.0,46.54255211353302,46.54255211353302,78.61701846122742,0.0,78.61701846122742,78.61701846122742
savename=ours; dataset=dtd; mode=comparative; model_size=ViT-B/32; label_before_text=A photo of a texture: a ,44.627660512924194,0.0,44.627660512924194,44.627660512924194,78.35106253623962,0.0,78.35106253623962,78.35106253623962
savename=ours; dataset=flowers102; mode=comparative; model_size=ViT-B/32,67.06781387329102,0.0,67.06781387329102,67.06781387329102,85.59115529060364,0.0,85.59115529060364,85.59115529060364
savename=ours; dataset=flowers102; mode=comparative; model_size=ViT-B/32; label_before_text=A photo of a flower: a ,68.49894523620605,0.0,68.49894523620605,68.49894523620605,87.49390244483948,0.0,87.49390244483948,87.49390244483948
savename=ours; dataset=fgvcaircraft; mode=comparative; model_size=ViT-B/32,27.57275700569153,0.0,27.57275700569153,27.57275700569153,66.09660983085632,0.0,66.09660983085632,66.09660983085632
savename=ours; dataset=fgvcaircraft; mode=comparative; model_size=ViT-B/32; label_before_text=A photo of a aircraft: a ,29.4329434633255,0.0,29.4329434633255,29.4329434633255,67.86678433418274,0.0,67.86678433418274,67.86678433418274
savename=ours; dataset=cars; mode=comparative; model_size=ViT-B/32,59.29610729217529,0.0,59.29610729217529,59.29610729217529,91.18269085884094,0.0,91.18269085884094,91.18269085884094
savename=ours; dataset=cars; mode=comparative; model_size=ViT-B/32; label_before_text=A photo of a car: a ,59.76868271827698,0.0,59.76868271827698,59.76868271827698,91.14537835121155,0.0,91.14537835121155,91.14537835121155
savename=ours; dataset=imagenet; k=10; shot=64; mode=filtered; reps=5; model_size=ViT-B/32,65.66159963607788,0.04925671248350869,65.72399735450745,65.59000015258789,89.95120048522949,0.03671750045519283,90.02000093460083,89.92199897766113
savename=ours; dataset=imagenetv2; k=10; shot=32; mode=filtered; reps=5; model_size=ViT-B/32,57.555999755859375,0.08236643538017721,57.66000151634216,57.45999813079834,84.35800075531006,0.1041923265014535,84.46000218391418,84.20000076293945
savename=ours; dataset=caltech256; k=10; shot=32; mode=filtered; reps=5; model_size=ViT-B/32,83.55112791061401,0.10736048065231048,83.66546630859375,83.3714485168457,95.2303159236908,0.10736011790325324,95.31198740005493,95.01796960830688
savename=ours; dataset=cifar100; k=20; shot=32; mode=filtered; reps=5; model_size=ViT-B/32,64.80800032615662,0.05670906582944191,64.88999724388123,64.73000049591064,88.73800039291382,0.08207246492892449,88.81999850273132,88.62000107765198
savename=ours; dataset=cub; k=5; shot=16; mode=filtered; reps=5; model_size=ViT-B/32,56.406627893447876,0.07023584909845496,56.48947358131409,56.33413791656494,87.38350033760071,0.04084213159364974,87.45253682136536,87.33172416687012
